"source","target","source_description","target_description","contingency"
"EC","SC","Elicit completion of word or sentence.","Complete statement or other utterance in compliance with request.",1
"EC","SI","Elicit completion of word or sentence.","State intent to carry out act by speaker.",1
"EC","SS","Elicit completion of word or sentence.","Signal to start performing an act such as running or rolling a ball",1
"EC","ST","Elicit completion of word or sentence.","Make a declarative statement.",0
"EC","TO","Elicit completion of word or sentence.","Mark transfer of object to hearer",0
"EC","TX","Elicit completion of word or sentence.","Read or recite written text aloud.",1
"EC","YQ","Elicit completion of word or sentence.","Ask a yes/no question.",1
"EC","YY","Elicit completion of word or sentence.","Make a word-like utterance without clear function.",0
"ED","AB","Exclaim in disapproval.","Approve of appropriate behavior.",0
"ED","AC","Exclaim in disapproval.","Answer calls/ show attentiveness to communications.",0
"ED","AD","Exclaim in disapproval.","Agree to carry out an act requested or proposed by other.",0
"ED","AP","Exclaim in disapproval.","Agree with proposition or proposal expressed by previous speaker",0
"ED","CL","Exclaim in disapproval.","Call attention to hearer by name or by substitute exclamations",1
"ED","CN","Exclaim in disapproval.","Count.",1
"ED","CS","Exclaim in disapproval.","Counter-suggestion/ an indirect refusal.",0
"ED","CT","Exclaim in disapproval.","Correct provide correct verbal form in place of erroneous one.",1
"ED","DP","Exclaim in disapproval.","Declare make-believe reality.",1
"ED","DS","Exclaim in disapproval.","Disapprove scold protest disruptive behavior.",1
"ED","DW","Exclaim in disapproval.","Disagree with proposition expressed by previous speaker.",0
"ED","ED","Exclaim in disapproval.","Exclaim in disapproval.",1
"ED","EI","Exclaim in disapproval.","Elicit imitation of word or sentence by modelling or by explicit command",1
"ED","EM","Exclaim in disapproval.","Exclaim in distress pain.",1
"ED","FP","Exclaim in disapproval.","Ask for permission to carry out act.",1
"ED","GR","Exclaim in disapproval.","Give reason/ justify a request for an action refusal or prohibition",1
"ED","MK","Exclaim in disapproval.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"ED","OO","Exclaim in disapproval.","Unintelligible vocalization.",0
"ED","PF","Exclaim in disapproval.","Prohibit/forbid/protest hearer's performance of an act",1
"ED","PR","Exclaim in disapproval.","Perform verbal move in game.",1
"ED","QN","Exclaim in disapproval.","Ask a product-question (wh-question)",1
"ED","RD","Exclaim in disapproval.","Refuse to carry out an act requested or proposed by other.",0
"ED","RP","Exclaim in disapproval.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"ED","RQ","Exclaim in disapproval.","Yes/no question or suggestion about hearer's wishes and intentions",1
"ED","RR","Exclaim in disapproval.","Request to repeat utterance.",1
"ED","RT","Exclaim in disapproval.","Repeat or imitate other's utterance.",1
"ED","SA","Exclaim in disapproval.","Answer a wh-question with a statement.",0
"ED","SI","Exclaim in disapproval.","State intent to carry out act by speaker.",1
"ED","ST","Exclaim in disapproval.","Make a declarative statement.",1
"ED","TQ","Exclaim in disapproval.","Ask a limited-alternative yes/no question.",1
"ED","TX","Exclaim in disapproval.","Read or recite written text aloud.",1
"ED","WD","Exclaim in disapproval.","Warn of danger.",1
"ED","YQ","Exclaim in disapproval.","Ask a yes/no question.",1
"ED","YY","Exclaim in disapproval.","Make a word-like utterance without clear function.",0
"EI","AA","Elicit imitation of word or sentence by modelling or by explicit command","Answer in the affirmative to yes/no question.",0
"EI","AC","Elicit imitation of word or sentence by modelling or by explicit command","Answer calls/ show attentiveness to communications.",0
"EI","AD","Elicit imitation of word or sentence by modelling or by explicit command","Agree to carry out an act requested or proposed by other.",1
"EI","AP","Elicit imitation of word or sentence by modelling or by explicit command","Agree with proposition or proposal expressed by previous speaker",1
"EI","CL","Elicit imitation of word or sentence by modelling or by explicit command","Call attention to hearer by name or by substitute exclamations",0
"EI","CN","Elicit imitation of word or sentence by modelling or by explicit command","Count.",1
"EI","CR","Elicit imitation of word or sentence by modelling or by explicit command","Criticize or point out error in nonverbal act.",1
"EI","CS","Elicit imitation of word or sentence by modelling or by explicit command","Counter-suggestion/ an indirect refusal.",1
"EI","CT","Elicit imitation of word or sentence by modelling or by explicit command","Correct provide correct verbal form in place of erroneous one.",1
"EI","DC","Elicit imitation of word or sentence by modelling or by explicit command","Create a new state of affairs by declaration",0
"EI","DP","Elicit imitation of word or sentence by modelling or by explicit command","Declare make-believe reality.",0
"EI","DS","Elicit imitation of word or sentence by modelling or by explicit command","Disapprove scold protest disruptive behavior.",0
"EI","DW","Elicit imitation of word or sentence by modelling or by explicit command","Disagree with proposition expressed by previous speaker.",1
"EI","EA","Elicit imitation of word or sentence by modelling or by explicit command","Elicit onomatopoeic or animal sounds.",0
"EI","EC","Elicit imitation of word or sentence by modelling or by explicit command","Elicit completion of word or sentence.",0
"EI","ED","Elicit imitation of word or sentence by modelling or by explicit command","Exclaim in disapproval.",1
"EI","EI","Elicit imitation of word or sentence by modelling or by explicit command","Elicit imitation of word or sentence by modelling or by explicit command",0
"EI","EM","Elicit imitation of word or sentence by modelling or by explicit command","Exclaim in distress pain.",1
"EI","ET","Elicit imitation of word or sentence by modelling or by explicit command","Express enthusiasm for hearer's performance.",0
"EI","EX","Elicit imitation of word or sentence by modelling or by explicit command","Elicit completion of rote-learned text.",1
"EI","FP","Elicit imitation of word or sentence by modelling or by explicit command","Ask for permission to carry out act.",1
"EI","GR","Elicit imitation of word or sentence by modelling or by explicit command","Give reason/ justify a request for an action refusal or prohibition",1
"EI","MK","Elicit imitation of word or sentence by modelling or by explicit command","Mark occurrence of event (thank greet apologize congratulate etc.).",0
"EI","OO","Elicit imitation of word or sentence by modelling or by explicit command","Unintelligible vocalization.",0
"EI","PD","Elicit imitation of word or sentence by modelling or by explicit command","Promise.",0
"EI","PF","Elicit imitation of word or sentence by modelling or by explicit command","Prohibit/forbid/protest hearer's performance of an act",0
"EI","PR","Elicit imitation of word or sentence by modelling or by explicit command","Perform verbal move in game.",1
"EI","QN","Elicit imitation of word or sentence by modelling or by explicit command","Ask a product-question (wh-question)",1
"EI","RD","Elicit imitation of word or sentence by modelling or by explicit command","Refuse to carry out an act requested or proposed by other.",1
"EI","RP","Elicit imitation of word or sentence by modelling or by explicit command","Request propose or suggest an action for hearer or for hearer and speaker.",0
"EI","RQ","Elicit imitation of word or sentence by modelling or by explicit command","Yes/no question or suggestion about hearer's wishes and intentions",0
"EI","RR","Elicit imitation of word or sentence by modelling or by explicit command","Request to repeat utterance.",1
"EI","RT","Elicit imitation of word or sentence by modelling or by explicit command","Repeat or imitate other's utterance.",1
"EI","SA","Elicit imitation of word or sentence by modelling or by explicit command","Answer a wh-question with a statement.",0
"EI","SC","Elicit imitation of word or sentence by modelling or by explicit command","Complete statement or other utterance in compliance with request.",1
"EI","SI","Elicit imitation of word or sentence by modelling or by explicit command","State intent to carry out act by speaker.",1
"EI","SS","Elicit imitation of word or sentence by modelling or by explicit command","Signal to start performing an act such as running or rolling a ball",1
"EI","ST","Elicit imitation of word or sentence by modelling or by explicit command","Make a declarative statement.",0
"EI","TO","Elicit imitation of word or sentence by modelling or by explicit command","Mark transfer of object to hearer",0
"EI","TQ","Elicit imitation of word or sentence by modelling or by explicit command","Ask a limited-alternative yes/no question.",1
"EI","TX","Elicit imitation of word or sentence by modelling or by explicit command","Read or recite written text aloud.",1
"EI","XA","Elicit imitation of word or sentence by modelling or by explicit command","Exhibit attentiveness to hearer.",0
"EI","YQ","Elicit imitation of word or sentence by modelling or by explicit command","Ask a yes/no question.",1
"EI","YY","Elicit imitation of word or sentence by modelling or by explicit command","Make a word-like utterance without clear function.",0
"EM","AC","Exclaim in distress pain.","Answer calls/ show attentiveness to communications.",0
"EM","AD","Exclaim in distress pain.","Agree to carry out an act requested or proposed by other.",0
"EM","AP","Exclaim in distress pain.","Agree with proposition or proposal expressed by previous speaker",0
"EM","CL","Exclaim in distress pain.","Call attention to hearer by name or by substitute exclamations",1
